index,pt_count,dataset_id,timestamp,displacement,filtered,intensity,casing_thickness
128,100.0,1.0,128.0,15.0,15.0,0.0,4.968
129,100.0,1.0,129.0,15.0,15.0,0.0,4.968
130,100.0,1.0,130.0,15.0,15.0,0.0,4.968
131,100.0,1.0,131.0,15.0,15.0,0.0,4.968
132,100.0,1.0,132.0,15.0,15.0,0.0,4.968
133,100.0,1.0,133.0,15.0,15.0,0.0,4.968
134,100.0,1.0,134.0,15.0,15.0,0.0,4.968
135,100.0,1.0,135.0,15.0,15.0,0.0,4.968
136,100.0,1.0,136.0,15.0,15.0,0.0,4.968
137,100.0,1.0,137.0,15.0,15.0,0.0,4.968
138,100.0,1.0,138.0,15.0,15.0,0.0,4.968
139,100.0,1.0,139.0,15.0,15.0,0.0,4.968
140,100.0,1.0,140.0,15.0,15.0,0.0,4.968
141,100.0,1.0,141.0,15.0,15.0,0.0,4.968
142,100.0,1.0,142.0,15.0,15.0,0.0,4.968
143,100.0,1.0,143.0,15.0,15.0,0.0,4.968
144,100.0,1.0,144.0,15.0,15.0,0.0,4.968
145,100.0,1.0,145.0,15.0,15.0,0.0,4.968
146,100.0,1.0,146.0,15.0,15.0,0.0,4.968
147,100.0,1.0,147.0,15.0,15.0,0.0,4.968
148,100.0,1.0,148.0,15.0,15.0,0.0,4.968
149,100.0,1.0,149.0,15.0,15.0,0.0,4.968
150,100.0,1.0,150.0,15.0,15.0,0.0,4.968
151,100.0,1.0,151.0,15.0,15.0,0.0,4.968
152,100.0,1.0,152.0,15.0,15.0,0.0,4.968
153,100.0,1.0,153.0,15.0,15.0,0.0,4.968
154,100.0,1.0,154.0,15.0,15.0,0.0,4.968
155,100.0,1.0,155.0,15.0,15.0,0.0,4.968
156,100.0,1.0,156.0,15.0,15.0,0.0,4.968
157,100.0,1.0,157.0,15.0,15.0,0.0,4.968
158,100.0,1.0,158.0,15.0,15.0,0.0,4.968
159,100.0,1.0,159.0,15.0,15.0,0.0,4.968
160,100.0,1.0,160.0,15.0,15.0,0.0,4.968
161,100.0,1.0,161.0,15.0,15.0,0.0,4.968
162,100.0,1.0,162.0,15.0,15.0,0.0,4.968
163,100.0,1.0,163.0,15.0,15.0,0.0,4.968
164,100.0,1.0,164.0,15.0,15.0,0.0,4.968
165,100.0,1.0,165.0,15.0,15.0,0.0,4.968
166,100.0,1.0,166.0,15.0,15.0,0.0,4.968
167,100.0,1.0,167.0,15.0,15.0,0.0,4.968
168,100.0,1.0,168.0,15.0,15.0,0.0,4.968
169,100.0,1.0,169.0,15.0,15.0,0.0,4.968
170,100.0,1.0,170.0,15.0,15.0,0.0,4.968
171,100.0,1.0,171.0,15.0,15.0,5.37109375,4.968
172,100.0,1.0,172.0,15.0,15.0,0.0,4.968
173,100.0,1.0,173.0,15.0,15.0,0.0,4.968
174,100.0,1.0,174.0,15.0,15.0,0.0,4.968
175,100.0,1.0,175.0,15.0,15.0,0.0,4.968
176,100.0,1.0,176.0,15.0,15.0,0.0,4.968
177,100.0,1.0,177.0,15.0,15.0,0.0,4.968
178,100.0,1.0,178.0,15.0,15.0,0.0,4.968
179,100.0,1.0,179.0,15.0,15.0,0.0,4.968
180,100.0,1.0,180.0,15.0,15.0,0.0,4.968
181,100.0,1.0,181.0,15.0,15.0,0.0,4.968
182,100.0,1.0,182.0,6.116514,6.116514,6.0546875,4.968
183,100.0,1.0,183.0,6.116514,6.116514,0.0,4.968
184,100.0,1.0,184.0,6.116514,6.116514,0.0,4.968
185,100.0,1.0,185.0,6.116514,6.116514,0.0,4.968
186,100.0,1.0,186.0,6.116514,6.116514,0.0,4.968
187,100.0,1.0,187.0,6.116514,6.116514,0.0,4.968
188,100.0,1.0,188.0,6.116514,6.116514,0.0,4.968
189,100.0,1.0,189.0,6.116514,6.116514,0.0,4.968
190,100.0,1.0,190.0,6.116514,6.116514,0.0,4.968
191,100.0,1.0,191.0,6.116514,6.116514,0.0,4.968
192,100.0,1.0,192.0,6.116514,6.116514,0.0,4.968
193,100.0,1.0,193.0,15.0,15.0,0.0,4.968
194,100.0,1.0,194.0,15.0,15.0,0.0,4.968
195,100.0,1.0,195.0,15.0,15.0,0.0,4.968
196,100.0,1.0,196.0,15.0,15.0,0.0,4.968
197,100.0,1.0,197.0,15.0,15.0,0.0,4.968
198,100.0,1.0,198.0,15.0,15.0,0.0,4.968
199,100.0,1.0,199.0,15.0,15.0,0.0,4.968
200,100.0,2.0,200.0,15.0,15.0,0.0,4.968
201,100.0,2.0,201.0,15.0,15.0,0.0,4.968
202,100.0,2.0,202.0,15.0,15.0,0.0,4.968
203,100.0,2.0,203.0,15.0,15.0,0.0,4.968
204,100.0,2.0,204.0,15.0,15.0,0.0,4.968
205,100.0,2.0,205.0,15.0,15.0,0.0,4.968
206,100.0,2.0,206.0,15.0,15.0,0.0,4.968
207,100.0,2.0,207.0,15.0,15.0,0.0,4.968
208,100.0,2.0,208.0,15.0,15.0,0.0,4.968
209,100.0,2.0,209.0,15.0,15.0,0.0,4.968
210,100.0,2.0,210.0,15.0,15.0,0.0,4.968
211,100.0,2.0,211.0,15.0,15.0,0.0,4.968
212,100.0,2.0,212.0,15.0,15.0,0.0,4.968
213,100.0,2.0,213.0,15.0,15.0,0.0,4.968
214,100.0,2.0,214.0,15.0,15.0,0.0,4.968
215,100.0,2.0,215.0,15.0,15.0,0.0,4.968
216,100.0,2.0,216.0,15.0,15.0,0.0,4.968
217,100.0,2.0,217.0,15.0,15.0,0.0,4.968
218,100.0,2.0,218.0,15.0,15.0,0.0,4.968
219,100.0,2.0,219.0,15.0,15.0,0.0,4.968
220,100.0,2.0,220.0,15.0,15.0,0.0,4.968
221,100.0,2.0,221.0,15.0,15.0,0.0,4.968
222,100.0,2.0,222.0,15.0,15.0,0.0,4.968
223,100.0,2.0,223.0,15.0,15.0,0.0,4.968
224,100.0,2.0,224.0,15.0,15.0,0.0,4.968
225,100.0,2.0,225.0,15.0,15.0,0.0,4.968
226,100.0,2.0,226.0,15.0,15.0,0.0,4.968
227,100.0,2.0,227.0,15.0,15.0,0.0,4.968
228,100.0,2.0,228.0,15.0,15.0,0.0,4.968
229,100.0,2.0,229.0,15.0,15.0,0.0,4.968
230,100.0,2.0,230.0,15.0,15.0,0.0,4.968
231,100.0,2.0,231.0,15.0,15.0,0.0,4.968
232,100.0,2.0,232.0,15.0,15.0,0.0,4.968
233,100.0,2.0,233.0,15.0,15.0,0.0,4.968
234,100.0,2.0,234.0,15.0,15.0,0.0,4.968
235,100.0,2.0,235.0,15.0,15.0,0.0,4.968
236,100.0,2.0,236.0,15.0,15.0,0.0,4.968
237,100.0,2.0,237.0,15.0,15.0,0.0,4.968
238,100.0,2.0,238.0,15.0,15.0,0.0,4.968
239,100.0,2.0,239.0,15.0,15.0,0.0,4.968
240,100.0,2.0,240.0,15.0,15.0,0.0,4.968
241,100.0,2.0,241.0,15.0,15.0,0.0,4.968
242,100.0,2.0,242.0,15.0,15.0,0.0,4.968
243,100.0,2.0,243.0,15.0,15.0,0.0,4.968
244,100.0,2.0,244.0,15.0,15.0,0.0,4.968
245,100.0,2.0,245.0,15.0,15.0,0.0,4.968
246,100.0,2.0,246.0,15.0,15.0,0.0,4.968
247,100.0,2.0,247.0,15.0,15.0,0.0,4.968
248,100.0,2.0,248.0,15.0,15.0,0.0,4.968
249,100.0,2.0,249.0,15.0,15.0,0.0,4.968
250,100.0,2.0,250.0,15.0,15.0,0.0,4.968
251,100.0,2.0,251.0,15.0,15.0,0.0,4.968
252,100.0,2.0,252.0,15.0,15.0,0.0,4.968
253,100.0,2.0,253.0,15.0,15.0,0.0,4.968
254,100.0,2.0,254.0,15.0,15.0,0.0,4.968
255,100.0,2.0,255.0,15.0,15.0,0.0,4.968
256,100.0,2.0,256.0,15.0,15.0,0.0,4.968
257,100.0,2.0,257.0,15.0,15.0,0.0,4.968
258,100.0,2.0,258.0,15.0,15.0,0.0,4.968
259,100.0,2.0,259.0,15.0,15.0,0.0,4.968
260,100.0,2.0,260.0,15.0,15.0,0.0,4.968
261,100.0,2.0,261.0,15.0,15.0,0.0,4.968
262,100.0,2.0,262.0,15.0,15.0,0.0,4.968
263,100.0,2.0,263.0,15.0,15.0,0.0,4.968
264,100.0,2.0,264.0,15.0,15.0,0.0,4.968
265,100.0,2.0,265.0,15.0,15.0,0.0,4.968
266,100.0,2.0,266.0,15.0,15.0,0.0,4.968
267,100.0,2.0,267.0,15.0,15.0,0.0,4.968
268,100.0,2.0,268.0,15.0,15.0,0.0,4.968
269,100.0,2.0,269.0,15.0,15.0,0.0,4.968
270,100.0,2.0,270.0,15.0,15.0,0.0,4.968
271,100.0,2.0,271.0,15.0,15.0,0.0,4.968
272,100.0,2.0,272.0,15.0,15.0,0.0,4.968
273,100.0,2.0,273.0,15.0,15.0,0.0,4.968
274,100.0,2.0,274.0,15.0,15.0,0.0,4.968
275,100.0,2.0,275.0,15.0,15.0,0.0,4.968
276,100.0,2.0,276.0,15.0,15.0,0.0,4.968
277,100.0,2.0,277.0,15.0,15.0,0.0,4.968
278,100.0,2.0,278.0,15.0,15.0,0.0,4.968
279,100.0,2.0,279.0,15.0,15.0,0.0,4.968
280,100.0,2.0,280.0,15.0,15.0,0.0,4.968
281,100.0,2.0,281.0,15.0,15.0,0.0,4.968
282,100.0,2.0,282.0,15.0,15.0,0.0,4.968
283,100.0,2.0,283.0,15.0,15.0,0.0,4.968
284,100.0,2.0,284.0,15.0,15.0,0.0,4.968
285,100.0,2.0,285.0,15.0,15.0,0.0,4.968
286,100.0,2.0,286.0,15.0,15.0,0.0,4.968
287,100.0,2.0,287.0,15.0,15.0,0.0,4.968
288,100.0,2.0,288.0,15.0,15.0,0.0,4.968
289,100.0,2.0,289.0,15.0,15.0,0.0,4.968
290,100.0,2.0,290.0,15.0,15.0,0.0,4.968
291,100.0,2.0,291.0,15.0,15.0,0.0,4.968
292,100.0,2.0,292.0,15.0,15.0,0.0,4.968
293,100.0,2.0,293.0,15.0,15.0,0.0,4.968
294,100.0,2.0,294.0,15.0,15.0,0.0,4.968
295,100.0,2.0,295.0,15.0,15.0,0.0,4.968
296,100.0,2.0,296.0,15.0,15.0,0.0,4.968
297,100.0,2.0,297.0,15.0,15.0,0.0,4.968
298,100.0,2.0,298.0,15.0,15.0,0.0,4.968
299,100.0,2.0,299.0,15.0,15.0,0.0,4.968
300,100.0,3.0,300.0,15.0,15.0,0.0,4.968
301,100.0,3.0,301.0,15.0,15.0,0.0,4.968
302,100.0,3.0,302.0,15.0,15.0,0.0,4.968
303,100.0,3.0,303.0,15.0,15.0,0.0,4.968
304,100.0,3.0,304.0,15.0,15.0,0.0,4.968
305,100.0,3.0,305.0,15.0,15.0,0.0,4.968
306,100.0,3.0,306.0,15.0,15.0,0.0,4.968
307,100.0,3.0,307.0,15.0,15.0,0.0,4.968
308,100.0,3.0,308.0,15.0,15.0,0.0,4.968
309,100.0,3.0,309.0,15.0,15.0,0.0,4.968
310,100.0,3.0,310.0,15.0,15.0,0.0,4.968
311,100.0,3.0,311.0,15.0,15.0,0.0,4.968
312,100.0,3.0,312.0,15.0,15.0,0.0,4.968
313,100.0,3.0,313.0,15.0,15.0,0.0,4.968
314,100.0,3.0,314.0,15.0,15.0,0.0,4.968
315,100.0,3.0,315.0,15.0,15.0,0.0,4.968
316,100.0,3.0,316.0,15.0,15.0,0.0,4.968
317,100.0,3.0,317.0,15.0,15.0,0.0,4.968
318,100.0,3.0,318.0,15.0,15.0,0.0,4.968
319,100.0,3.0,319.0,15.0,15.0,0.0,4.968
320,100.0,3.0,320.0,15.0,15.0,0.0,4.968
321,100.0,3.0,321.0,15.0,15.0,0.0,4.968
322,100.0,3.0,322.0,15.0,15.0,0.0,4.968
323,100.0,3.0,323.0,15.0,15.0,0.0,4.968
324,100.0,3.0,324.0,15.0,15.0,0.0,4.968
325,100.0,3.0,325.0,15.0,15.0,0.0,4.968
326,100.0,3.0,326.0,15.0,15.0,0.0,4.968
327,100.0,3.0,327.0,15.0,15.0,0.0,4.968
328,100.0,3.0,328.0,15.0,15.0,0.0,4.968
329,100.0,3.0,329.0,15.0,15.0,0.0,4.968
330,100.0,3.0,330.0,15.0,15.0,0.0,4.968
331,100.0,3.0,331.0,15.0,15.0,0.0,4.968
332,100.0,3.0,332.0,15.0,15.0,0.0,4.968
333,100.0,3.0,333.0,15.0,15.0,0.0,4.968
334,100.0,3.0,334.0,15.0,15.0,0.0,4.968
335,100.0,3.0,335.0,15.0,15.0,0.0,4.968
336,100.0,3.0,336.0,15.0,15.0,0.0,4.968
337,100.0,3.0,337.0,15.0,15.0,0.0,4.968
338,100.0,3.0,338.0,15.0,15.0,0.0,4.968
339,100.0,3.0,339.0,15.0,15.0,0.0,4.968
340,100.0,3.0,340.0,15.0,15.0,0.0,4.968
341,100.0,3.0,341.0,15.0,15.0,0.0,4.968
342,100.0,3.0,342.0,15.0,15.0,0.0,4.968
343,100.0,3.0,343.0,15.0,15.0,0.0,4.968
344,100.0,3.0,344.0,15.0,15.0,0.0,4.968
345,100.0,3.0,345.0,15.0,15.0,0.0,4.968
346,100.0,3.0,346.0,15.0,15.0,0.0,4.968
347,100.0,3.0,347.0,15.0,15.0,0.0,4.968
348,100.0,3.0,348.0,15.0,15.0,0.0,4.968
349,100.0,3.0,349.0,15.0,15.0,0.0,4.968
350,100.0,3.0,350.0,15.0,15.0,0.0,4.968
351,100.0,3.0,351.0,15.0,15.0,0.0,4.968
352,100.0,3.0,352.0,15.0,15.0,0.0,4.968
353,100.0,3.0,353.0,15.0,15.0,0.0,4.968
354,100.0,3.0,354.0,15.0,15.0,0.0,4.968
355,100.0,3.0,355.0,15.0,15.0,0.0,4.968
356,100.0,3.0,356.0,15.0,15.0,0.0,4.968
357,100.0,3.0,357.0,15.0,15.0,0.0,4.968
358,100.0,3.0,358.0,15.0,15.0,0.0,4.968
359,100.0,3.0,359.0,15.0,15.0,0.0,4.968
360,100.0,3.0,360.0,15.0,15.0,0.0,4.968
361,100.0,3.0,361.0,15.0,15.0,0.0,4.968
362,100.0,3.0,362.0,15.0,15.0,0.0,4.968
363,100.0,3.0,363.0,15.0,15.0,0.0,4.968
364,100.0,3.0,364.0,15.0,15.0,0.0,4.968
365,100.0,3.0,365.0,15.0,15.0,0.0,4.968
366,100.0,3.0,366.0,15.0,15.0,0.0,4.968
367,100.0,3.0,367.0,15.0,15.0,0.0,4.968
368,100.0,3.0,368.0,15.0,15.0,0.0,4.968
369,100.0,3.0,369.0,15.0,15.0,0.0,4.968
370,100.0,3.0,370.0,15.0,15.0,0.0,4.968
371,100.0,3.0,371.0,15.0,15.0,0.0,4.968
372,100.0,3.0,372.0,15.0,15.0,0.0,4.968
373,100.0,3.0,373.0,15.0,15.0,0.0,4.968
374,100.0,3.0,374.0,15.0,15.0,0.0,4.968
375,100.0,3.0,375.0,15.0,15.0,0.0,4.968
376,100.0,3.0,376.0,15.0,15.0,0.0,4.968
377,100.0,3.0,377.0,15.0,15.0,0.0,4.968
378,100.0,3.0,378.0,15.0,15.0,0.0,4.968
379,100.0,3.0,379.0,15.0,15.0,0.0,4.968
380,100.0,3.0,380.0,15.0,15.0,0.0,4.968
381,100.0,3.0,381.0,15.0,15.0,0.0,4.968
382,100.0,3.0,382.0,15.0,15.0,0.0,4.968
383,100.0,3.0,383.0,15.0,15.0,0.0,4.968
384,100.0,3.0,384.0,15.0,15.0,0.0,4.968
385,100.0,3.0,385.0,15.0,15.0,0.0,4.968
386,100.0,3.0,386.0,15.0,15.0,0.0,4.968
387,100.0,3.0,387.0,15.0,15.0,0.0,4.968
388,100.0,3.0,388.0,15.0,15.0,0.0,4.968
389,100.0,3.0,389.0,15.0,15.0,0.0,4.968
390,100.0,3.0,390.0,15.0,15.0,0.0,4.968
391,100.0,3.0,391.0,15.0,15.0,0.0,4.968
392,100.0,3.0,392.0,15.0,15.0,0.0,4.968
393,100.0,3.0,393.0,15.0,15.0,0.0,4.968
394,100.0,3.0,394.0,15.0,15.0,0.0,4.968
395,100.0,3.0,395.0,15.0,15.0,0.0,4.968
396,100.0,3.0,396.0,15.0,15.0,0.0,4.968
397,100.0,3.0,397.0,15.0,15.0,0.0,4.968
398,100.0,3.0,398.0,15.0,15.0,0.0,4.968
399,100.0,3.0,399.0,15.0,15.0,0.0,4.968
400,100.0,4.0,400.0,15.0,15.0,0.0,4.968
401,100.0,4.0,401.0,15.0,15.0,0.0,4.968
402,100.0,4.0,402.0,15.0,15.0,0.0,4.968
403,100.0,4.0,403.0,15.0,15.0,0.0,4.968
404,100.0,4.0,404.0,15.0,15.0,0.0,4.968
405,100.0,4.0,405.0,15.0,15.0,0.0,4.968
406,100.0,4.0,406.0,15.0,15.0,0.0,4.968
407,100.0,4.0,407.0,15.0,15.0,0.0,4.968
408,100.0,4.0,408.0,15.0,15.0,0.0,4.968
409,100.0,4.0,409.0,15.0,15.0,0.0,4.968
410,100.0,4.0,410.0,15.0,15.0,0.0,4.968
411,100.0,4.0,411.0,15.0,15.0,0.0,4.968
412,100.0,4.0,412.0,15.0,15.0,0.0,4.968
413,100.0,4.0,413.0,15.0,15.0,0.0,4.968
414,100.0,4.0,414.0,15.0,15.0,0.0,4.968
415,100.0,4.0,415.0,15.0,15.0,0.0,4.968
416,100.0,4.0,416.0,15.0,15.0,0.0,4.968
417,100.0,4.0,417.0,15.0,15.0,0.0,4.968
418,100.0,4.0,418.0,15.0,15.0,0.0,4.968
419,100.0,4.0,419.0,15.0,15.0,0.0,4.968
420,100.0,4.0,420.0,15.0,15.0,0.0,4.968
421,100.0,4.0,421.0,15.0,15.0,0.0,4.968
422,100.0,4.0,422.0,15.0,15.0,0.0,4.968
423,100.0,4.0,423.0,15.0,15.0,0.0,4.968
424,100.0,4.0,424.0,15.0,15.0,0.0,4.968
425,100.0,4.0,425.0,15.0,15.0,0.0,4.968
426,100.0,4.0,426.0,15.0,15.0,0.0,4.968
427,100.0,4.0,427.0,15.0,15.0,0.0,4.968
428,100.0,4.0,428.0,15.0,15.0,0.0,4.968
429,100.0,4.0,429.0,15.0,15.0,0.0,4.968
430,100.0,4.0,430.0,15.0,15.0,0.0,4.968
431,100.0,4.0,431.0,15.0,15.0,0.0,4.968
432,100.0,4.0,432.0,15.0,15.0,0.0,4.968
433,100.0,4.0,433.0,15.0,15.0,0.0,4.968
434,100.0,4.0,434.0,15.0,15.0,0.0,4.968
435,100.0,4.0,435.0,15.0,15.0,0.0,4.968
436,100.0,4.0,436.0,15.0,15.0,0.0,4.968
437,100.0,4.0,437.0,15.0,15.0,0.0,4.968
438,100.0,4.0,438.0,15.0,15.0,0.0,4.968
439,100.0,4.0,439.0,15.0,15.0,0.0,4.968
440,100.0,4.0,440.0,15.0,15.0,0.0,4.968
441,100.0,4.0,441.0,15.0,15.0,0.0,4.968
442,100.0,4.0,442.0,15.0,15.0,0.0,4.968
443,100.0,4.0,443.0,15.0,15.0,0.0,4.968
444,100.0,4.0,444.0,15.0,15.0,0.0,4.968
445,100.0,4.0,445.0,15.0,15.0,0.0,4.968
446,100.0,4.0,446.0,15.0,15.0,0.0,4.968
447,100.0,4.0,447.0,15.0,15.0,0.0,4.968
448,100.0,4.0,448.0,15.0,15.0,0.0,4.968
449,100.0,4.0,449.0,15.0,15.0,0.0,4.968
450,100.0,4.0,450.0,15.0,15.0,0.0,4.968
451,100.0,4.0,451.0,15.0,15.0,0.0,4.968
452,100.0,4.0,452.0,15.0,15.0,0.0,4.968
453,100.0,4.0,453.0,15.0,15.0,0.0,4.968
454,100.0,4.0,454.0,15.0,15.0,0.0,4.968
455,100.0,4.0,455.0,15.0,15.0,0.0,4.968
456,100.0,4.0,456.0,15.0,15.0,0.0,4.968
457,100.0,4.0,457.0,15.0,15.0,0.0,4.968
458,100.0,4.0,458.0,15.0,15.0,0.0,4.968
459,100.0,4.0,459.0,15.0,15.0,0.0,4.968
460,100.0,4.0,460.0,15.0,15.0,0.0,4.968
461,100.0,4.0,461.0,15.0,15.0,0.0,4.968
